Train_No,Journey_Duration_Hours,Total_Distance,Number_of_Stops
31324,1.4833333333333334,55,21
31325,1.55,55,21
31326,1.5,55,21
31327,1.5333333333333334,55,21
31328,1.4666666666666666,55,21
31329,1.5,55,21
31330,1.5,55,21
31331,1.5166666666666666,55,21
31332,1.4666666666666666,55,21
31333,1.5,55,21
31334,1.5,55,21
31335,1.5666666666666667,55,21
31336,1.5166666666666666,55,21
31337,1.4,55,13
31338,1.5,55,21
31339,1.55,55,21
31411,1.0,40,9
31412,1.0833333333333333,40,15
31413,1.0666666666666667,40,15
31414,1.0833333333333333,40,15
31415,1.05,40,15
31416,1.1,40,15
31417,1.0333333333333334,40,15
31418,1.1333333333333333,40,15
31420,1.05,40,15
31421,1.05,40,15
31422,1.05,40,15
31423,1.05,40,15
31424,1.0833333333333333,40,15
31425,1.0833333333333333,40,15
31426,1.0833333333333333,40,15
31427,1.0833333333333333,40,15
31428,1.0666666666666667,40,15
31429,1.0833333333333333,40,15
31430,1.0833333333333333,40,15
31431,1.0833333333333333,40,15
31432,1.0333333333333334,40,15
31433,1.1,40,15
31434,1.0833333333333333,40,15
31435,1.0833333333333333,40,15
31436,1.05,40,15
31437,1.0833333333333333,40,15
31438,1.0666666666666667,40,15
31439,1.0666666666666667,40,15
31440,1.0166666666666666,40,15
31441,1.05,40,15
31442,1.0833333333333333,40,15
31443,1.05,40,15
31444,1.0833333333333333,40,15
31445,1.0833333333333333,40,15
31446,1.05,40,15
31447,1.0833333333333333,40,15
31448,1.0666666666666667,40,15
31449,1.0500000000000007,40,15
31450,1.0833333333333321,40,15
31451,1.0500000000000007,40,15
31471,0.95,35,15
31511,2.3333333333333335,96,29
31512,2.3,96,28
31513,2.25,96,28
31514,2.316666666666667,96,29
31515,2.283333333333333,96,29
31516,2.25,96,29
31517,2.3,96,29
31518,2.2,96,25
31519,2.3,96,27
31520,2.25,96,28
31521,2.3833333333333333,96,29
31522,2.283333333333333,96,29
31523,2.3333333333333335,96,27
31524,2.2,96,28
31525,2.3,96,28
31526,2.3333333333333335,96,29
31527,2.3333333333333335,96,29
31528,2.216666666666667,96,27
31529,2.35,96,29
31530,2.25,96,29
31531,2.1333333333333333,96,23
31532,2.25,96,29
31533,2.3333333333333335,96,27
31534,2.283333333333333,96,24
31535,2.3333333333333335,96,27
31536,2.216666666666667,96,26
31537,2.3,96,28
31538,2.3333333333333335,96,28
31539,2.25,96,28
31540,2.3333333333333335,96,27
31541,2.25,96,28
31542,2.216666666666665,96,27
31571,1.0833333333333333,35,6
31584,0.6333333333333333,15,2
31585,0.6333333333333333,15,2
31586,0.6166666666666667,15,2
31601,1.8,76,24
31602,1.6833333333333333,76,24
31611,1.8333333333333333,76,23
31612,1.75,76,24
31613,1.8,76,24
31614,1.75,76,24
31615,1.8333333333333333,76,24
31616,1.8333333333333333,76,24
31617,1.8,76,24
31618,1.6666666666666667,76,11
31619,1.6333333333333333,76,12
31620,1.7166666666666666,76,20
31621,1.8666666666666667,76,24
31622,1.7666666666666666,76,24
31623,1.8,76,23
31624,1.7666666666666666,76,24
31625,1.7833333333333334,76,16
31626,1.5333333333333334,76,10
31627,1.8333333333333333,76,24
31628,1.75,76,21
31629,1.8,76,24
31630,1.8,76,23
31631,1.8000000000000007,76,24
31632,1.8333333333333333,76,24
31633,1.8000000000000007,76,24
31634,1.7833333333333334,76,24
31636,1.8,76,23
31711,0.7,35,10
31712,0.7,35,9
31713,0.6666666666666666,35,6
31714,0.6666666666666666,35,6
31721,0.48333333333333334,26,6
31722,0.5666666666666667,26,6
31723,0.55,26,6
31724,0.5166666666666667,26,5
31725,0.5,26,7
31726,0.55,26,7
31741,0.8333333333333334,43,13
31742,0.8333333333333334,43,13
31743,0.7833333333333333,43,10
31744,0.8333333333333334,43,13
31745,0.8333333333333334,43,13
31746,0.8833333333333333,43,13
31747,0.8333333333333334,43,13
31748,0.8833333333333333,43,13
31749,0.9,43,13
31750,0.8333333333333334,43,13
31751,0.8333333333333334,43,13
31752,0.8333333333333334,43,13
31753,0.8333333333333334,43,13
31754,0.8333333333333334,43,13
31755,0.8333333333333334,43,13
31756,0.8333333333333334,43,13
31757,0.8333333333333334,43,13
31758,0.8166666666666667,43,13
31765,3.25,154,25
31766,3.3333333333333335,153,25
31767,3.25,154,29
31768,3.5,153,27
31770,3.6666666666666665,153,29
31771,3.25,154,28
31772,3.55,153,29
31781,0.45,20,6
31782,0.45,19,6
31783,0.45,20,5
31784,0.48333333333333334,19,5
31786,0.4666666666666667,19,5
31801,2.4,102,29
31802,2.3,102,29
31811,2.466666666666667,102,29
31812,2.4166666666666665,102,29
31813,2.3666666666666667,102,30
31814,2.2,102,22
31815,2.4,102,29
31816,2.3333333333333335,102,29
31817,2.45,102,30
31818,2.3,102,25
31819,2.25,102,21
31820,2.3333333333333335,102,29
31821,2.3833333333333333,102,29
31822,2.3333333333333335,102,29
31823,2.35,102,28
31824,2.3,102,28
31825,2.3333333333333335,102,30
31826,2.1666666666666665,102,20
31827,2.4166666666666665,102,30
31828,2.283333333333333,102,29
31829,2.3333333333333335,102,23
31830,2.3,102,26
31831,2.216666666666667,102,16
31832,2.433333333333333,102,28
31833,2.283333333333333,102,22
31834,2.316666666666667,102,26
31835,2.3666666666666667,102,29
31836,2.4166666666666665,102,29
31837,2.3666666666666667,102,28
31838,2.383333333333333,102,30
31839,2.2,102,19
31840,2.5,102,16
31841,2.1166666666666667,102,9
31842,2.25,102,9
31843,2.1666666666666665,102,10
31844,1.9666666666666666,102,10
31861,2.7,128,23
31862,3.0,127,24
31863,2.6666666666666665,128,21
31864,2.75,127,20
31865,2.5,128,20
31866,2.7,127,21
31911,2.7,119,36
31912,2.5833333333333335,119,36
31913,2.8,119,36
31914,2.533333333333333,119,36
31915,2.683333333333333,119,36
31916,2.6666666666666665,119,30
31917,2.9166666666666665,119,36
31918,2.6333333333333333,119,36
31919,2.683333333333333,119,36
31920,2.566666666666667,119,35
31921,2.716666666666667,119,36
31922,2.9166666666666665,119,36
31923,2.7333333333333334,119,36
31924,2.6166666666666667,119,35
31925,2.6166666666666667,119,35
31926,2.683333333333333,119,36
31927,2.716666666666667,119,36
31928,2.616666666666667,119,31
31929,2.6833333333333336,119,36
32211,0.7166666666666667,28,9
32212,0.75,28,9
32213,0.7833333333333333,28,9
32214,0.7166666666666667,28,9
32215,0.7166666666666667,28,9
32216,0.7166666666666667,28,9
32217,0.7833333333333333,28,9
32218,0.7333333333333333,28,9
32219,0.7166666666666667,28,9
32220,0.7833333333333333,28,9
32221,0.7166666666666667,28,9
32222,0.7333333333333333,28,9
32223,0.7333333333333333,28,9
32224,0.75,28,9
32225,0.7166666666666667,28,9
32226,0.75,28,9
32227,0.7,28,9
32228,0.7833333333333333,28,9
32229,0.7833333333333333,28,9
32230,0.75,28,9
32231,0.75,28,9
32232,0.7333333333333333,28,9
32233,0.75,28,9
32234,0.9166666666666666,28,9
32235,0.7,28,9
32236,0.7166666666666667,28,9
32237,0.7333333333333333,28,9
32238,0.7,28,9
32239,0.6666666666666666,28,9
32240,0.75,28,9
32241,0.75,28,9
32242,0.75,28,9
32243,0.7166666666666667,28,9
32244,0.75,28,9
32245,0.75,28,9
32246,0.7166666666666667,28,9
32247,0.7166666666666667,28,9
32248,0.8,28,9
32249,0.75,28,9
32250,0.8,28,9
32252,0.716666666666665,28,9
32411,1.0,39,13
32412,1.1166666666666667,39,13
32413,1.1666666666666667,39,13
32414,1.0,39,13
33061,2.2,66,26
33212,0.2833333333333333,9,3
33231,0.4166666666666667,15,7
33232,0.4166666666666667,15,7
33262,0.4666666666666667,15,9
33271,1.3333333333333333,50,18
33282,1.8333333333333333,67,27
33291,0.4666666666666667,18,7
33311,1.5,52,19
33312,1.3666666666666667,52,19
33313,1.4166666666666667,52,19
33314,1.3,52,19
33315,1.3333333333333333,52,19
33316,1.4,52,19
33317,1.4166666666666667,52,19
33318,1.2666666666666666,52,19
33319,1.3666666666666667,52,19
33320,1.3333333333333333,52,19
33321,1.3833333333333333,52,19
33323,1.3166666666666667,52,19
33325,1.4166666666666667,52,19
33351,0.55,22,7
33357,0.21666666666666667,7,3
33361,1.1666666666666667,54,14
33362,1.0833333333333333,54,12
33363,1.0833333333333333,54,12
33364,1.2333333333333334,54,12
33365,1.0833333333333333,54,12
33366,1.1666666666666667,54,12
33367,1.1333333333333333,54,13
33382,0.8,35,10
33401,0.75,24,11
33402,0.75,25,11
33411,0.35,12,4
33412,0.36666666666666664,12,4
33421,0.6666666666666666,20,9
33422,0.7166666666666667,20,9
33431,0.7833333333333333,24,11
33432,0.8166666666666667,25,11
33433,0.7666666666666667,24,11
33434,0.7833333333333333,25,11
33435,0.8333333333333334,24,11
33436,0.7833333333333333,25,11
33437,0.8,24,11
33438,0.75,25,11
33439,0.7666666666666667,24,11
33440,0.75,25,11
33441,0.7333333333333333,24,11
33443,0.7666666666666667,24,11
33445,0.7333333333333333,24,11
33447,0.75,24,11
33511,2.1666666666666665,77,29
33512,2.45,77,29
33513,2.1,77,29
33514,2.1166666666666667,77,29
33515,2.25,77,29
33516,2.15,77,25
33517,2.1666666666666665,77,29
33518,2.1666666666666665,77,26
33519,2.2,77,29
33520,2.216666666666667,77,29
33521,2.05,77,29
33522,2.1333333333333333,77,29
33523,2.0833333333333335,77,29
33524,2.0833333333333335,77,24
33525,2.35,77,29
33526,2.05,77,29
33527,2.2666666666666666,77,25
33528,2.0833333333333335,77,24
33529,2.0833333333333335,77,25
33530,2.3,77,29
33531,2.0833333333333335,77,25
33532,2.25,77,29
33533,2.1833333333333336,77,29
33534,2.0833333333333335,77,25
33536,2.283333333333333,77,29
33538,2.15,77,24
33611,1.0333333333333334,32,13
33612,0.9666666666666667,32,13
33613,1.0,32,13
33614,1.0,32,13
33615,1.0,32,13
33616,1.0,32,13
33617,1.0,32,13
33618,1.0,32,13
33619,1.0166666666666666,32,13
33620,1.0333333333333334,32,13
33621,0.9833333333333333,32,13
33622,0.9166666666666666,32,11
33623,1.0333333333333334,32,13
33624,0.95,32,13
33626,1.0,32,13
33628,1.0,32,13
33630,0.9666666666666667,32,13
33651,1.3,47,17
33652,1.3333333333333333,47,17
33653,1.3333333333333333,47,17
33654,1.3333333333333333,47,17
33655,1.2833333333333334,47,17
33656,1.2666666666666666,47,17
33657,1.3,47,17
33658,1.3333333333333333,47,17
33659,1.3,47,17
33660,1.2833333333333334,47,17
33664,1.25,47,17
33666,1.3666666666666667,47,17
33681,1.6166666666666667,59,20
33682,1.55,60,20
33685,1.5666666666666667,59,20
33686,1.5666666666666667,60,20
33687,1.5833333333333333,59,20
33688,1.6666666666666667,60,20
33711,0.7166666666666667,32,8
33712,0.7666666666666667,32,8
33713,0.7666666666666667,32,9
33714,0.75,32,9
33715,0.8,32,8
33716,0.75,32,8
33717,0.6833333333333333,32,8
33718,0.7666666666666667,32,9
33719,0.6833333333333333,32,8
33720,0.75,32,8
33721,0.7333333333333333,32,9
33722,0.6666666666666666,32,8
33723,0.75,32,8
33724,0.75,32,8
33725,0.75,32,8
33726,0.7,32,9
33727,0.75,32,8
33728,0.7166666666666667,32,8
33729,0.7666666666666667,32,9
33730,0.7,32,9
33731,0.75,32,8
33732,0.7,32,8
33733,0.7,32,9
33734,0.6833333333333333,32,8
33735,0.7666666666666667,32,9
33736,0.7166666666666667,32,9
33737,0.75,32,8
33738,0.7166666666666667,32,8
33739,0.7666666666666667,32,9
33751,1.15,52,12
33752,1.2,52,12
33801,1.9333333333333333,79,24
33802,2.0,79,24
33811,1.7833333333333334,79,17
33812,2.1166666666666667,79,23
33813,1.8833333333333333,79,23
33814,1.8666666666666667,79,21
33815,1.9166666666666667,79,24
33816,1.8333333333333333,79,22
33817,1.8166666666666667,79,21
33818,1.9333333333333333,79,24
33819,2.0,79,23
33820,1.8333333333333333,79,22
33821,1.9166666666666667,79,24
33822,1.9666666666666666,79,24
33823,1.9166666666666667,79,24
33824,1.95,79,24
33825,1.9166666666666667,79,23
33826,1.9666666666666666,79,24
33827,1.95,79,24
33828,2.0,79,24
33829,1.8833333333333333,79,24
33830,2.033333333333333,79,24
33831,1.8833333333333333,79,24
33832,2.466666666666667,79,23
33833,1.9166666666666667,79,23
33834,1.9666666666666666,79,24
33835,1.9166666666666667,79,24
33836,1.8833333333333333,79,23
33837,1.9166666666666667,79,24
33838,1.8833333333333333,79,24
33839,1.8833333333333333,79,24
33840,1.9666666666666666,79,24
33841,1.9166666666666667,79,24
33842,1.9166666666666667,79,24
33843,2.0,79,24
33844,2.0,79,23
33845,1.9,79,24
33846,1.95,79,24
33847,1.9166666666666667,79,23
33848,1.9333333333333333,79,23
33849,2.0,79,24
33850,1.95,79,24
33851,1.9166666666666667,79,24
33852,2.0,79,23
33853,1.8833333333333333,79,24
33854,1.9166666666666667,79,22
33855,1.9166666666666667,79,23
33856,1.9166666666666667,79,17
33857,1.8833333333333329,79,23
33858,1.8333333333333321,79,23
33859,1.8666666666666671,79,22
33860,1.95,79,24
33861,1.9166666666666679,79,23
33863,2.0,79,24
33895,1.5,65,15
33896,1.5833333333333333,65,15
34052,2.0,67,26
34054,2.066666666666667,67,26
34056,2.55,82,32
34062,3.45,120,41
34111,0.8333333333333334,30,11
34112,0.8333333333333334,30,11
34113,0.95,30,11
34114,0.9,30,11
34115,0.9166666666666666,30,11
34116,0.8833333333333333,30,11
34117,0.95,30,11
34118,0.8833333333333333,30,11
34119,0.9166666666666666,30,11
34120,0.9166666666666666,30,11
34121,0.8833333333333333,30,11
34122,0.8,30,11
34123,0.9166666666666666,30,11
34124,0.85,30,11
34125,0.8666666666666667,30,11
34126,0.8833333333333333,30,11
34127,0.9166666666666666,30,11
34128,0.9166666666666666,30,11
34129,0.95,30,11
34130,0.9,30,11
34131,1.0666666666666667,30,11
34132,0.9166666666666666,30,11
34133,0.9,30,11
34134,0.8833333333333333,30,11
34135,0.9166666666666666,30,11
34136,0.8833333333333333,30,11
34137,0.8333333333333334,30,11
34138,0.8666666666666667,30,11
34139,0.8666666666666667,30,11
34140,0.9166666666666666,30,11
34141,0.9,30,11
34142,0.8666666666666667,30,11
34143,0.8833333333333333,30,11
34144,0.85,30,11
34145,0.8166666666666667,30,11
34146,0.9,30,11
34147,0.8333333333333334,30,11
34148,0.8666666666666667,30,11
34149,0.85,30,11
34150,0.9333333333333333,30,11
34151,0.9166666666666666,30,11
34152,0.9166666666666666,30,11
34153,0.9,30,11
34154,0.9166666666666666,30,11
34155,0.8666666666666667,30,11
34156,0.9166666666666666,30,11
34157,0.9,30,11
34158,0.8666666666666667,30,11
34159,0.9166666666666666,30,11
34160,0.9166666666666666,30,11
34161,0.8,30,11
34162,0.8833333333333333,30,11
34163,0.8666666666666667,30,11
34164,0.8833333333333333,30,11
34165,0.8000000000000007,30,11
34166,0.8,30,11
34311,0.25,8,4
34312,0.25,8,4
34313,0.25,8,4
34331,0.8666666666666667,36,13
34332,0.9166666666666666,36,13
34334,0.9166666666666666,36,13
34351,0.7666666666666667,29,10
34352,0.7,28,10
34353,0.7166666666666667,29,9
34354,0.7,29,9
34355,0.6166666666666667,29,7
34356,0.6833333333333333,29,9
34358,0.6666666666666666,29,9
34360,0.7,28,10
34411,0.5333333333333333,16,8
34412,0.4666666666666667,16,8
34413,0.5666666666666667,16,8
34414,0.5333333333333333,16,8
34415,0.55,16,8
34416,0.5333333333333333,16,8
34417,0.5333333333333333,16,8
34418,0.5166666666666667,16,8
34419,0.55,16,8
34420,0.5333333333333333,16,8
34421,0.5333333333333333,16,8
34422,0.5333333333333333,16,8
34423,0.5333333333333333,16,8
34424,0.5333333333333333,16,8
34425,0.55,16,8
34426,0.48333333333333334,16,8
34427,0.5833333333333334,16,8
34428,0.5166666666666667,16,8
34429,0.55,16,8
34430,0.55,16,8
34431,0.55,16,8
34432,0.48333333333333334,16,8
34434,0.5,16,8
34436,0.5,16,9
34501,1.25,45,17
34502,1.25,45,17
34511,1.3333333333333333,45,17
34512,1.2,45,16
34513,1.25,45,17
34514,1.2333333333333334,45,17
34515,1.3,45,17
34516,1.2333333333333334,45,16
34517,1.2833333333333334,45,17
34518,1.2666666666666666,45,17
34519,1.3333333333333333,45,17
34520,1.25,45,17
34521,1.2333333333333334,45,17
34522,1.2666666666666666,45,17
34523,1.25,45,17
34524,1.25,45,17
34525,1.2333333333333334,45,17
34526,1.25,45,17
34527,1.25,45,17
34528,1.25,45,17
34529,1.25,45,17
34530,1.2166666666666666,45,17
34531,1.3,45,17
34532,1.2666666666666666,45,17
34533,1.5,45,17
34534,1.2833333333333334,45,17
34535,1.2833333333333334,45,17
34536,1.25,45,17
34537,1.2,45,16
34538,1.25,45,17
34539,1.2833333333333334,45,17
34540,1.25,45,17
34541,1.2666666666666666,45,17
34542,1.2333333333333334,45,17
34543,1.2833333333333334,45,17
34544,1.2333333333333334,45,16
34545,1.2833333333333334,45,17
34546,1.25,45,17
34547,1.2833333333333334,45,17
34548,1.2333333333333334,45,17
34549,1.2333333333333334,45,17
34550,1.35,45,17
34551,1.25,45,16
34552,1.2333333333333334,45,17
34553,1.25,45,17
34554,1.1999999999999993,45,17
34555,1.25,45,15
34557,1.2666666666666666,45,17
34601,0.75,24,11
34602,0.7,24,11
34611,0.7833333333333333,24,11
34612,0.7,24,11
34613,0.7833333333333333,24,11
34614,0.7,24,11
34615,0.7833333333333333,24,11
34616,0.75,24,11
34617,0.7833333333333333,24,11
34618,0.7,24,11
34619,0.7666666666666667,24,11
34620,0.7333333333333333,24,11
34621,0.75,24,11
34622,0.75,24,11
34623,0.7666666666666667,24,11
34624,0.75,24,11
34625,0.8,24,11
34626,0.7,24,10
34627,0.7833333333333333,24,11
34628,0.7333333333333333,24,11
34629,0.7833333333333333,24,11
34630,0.75,24,11
34631,0.7833333333333333,24,11
34632,0.7333333333333333,24,11
34633,0.7833333333333333,24,11
34634,0.75,24,11
34635,0.7833333333333333,24,11
34636,0.75,24,11
34637,0.7833333333333333,24,11
34638,0.7333333333333333,24,11
34639,0.7833333333333333,24,11
34640,0.7333333333333333,24,11
34641,0.7666666666666667,24,11
34642,0.75,24,11
34643,0.8,24,11
34644,0.7333333333333333,24,11
34645,0.75,24,11
34646,0.75,24,11
34647,0.7833333333333333,24,11
34648,0.75,24,11
34711,1.8333333333333333,61,19
34712,1.6,61,19
34713,1.75,61,21
34714,1.6666666666666667,61,20
34715,1.7166666666666666,61,23
34716,1.6666666666666667,61,21
34717,1.6,61,21
34718,1.6333333333333333,61,21
34719,1.65,61,22
